,truth_1,truth_2,truth_3,truth_4,truth_5,truth_6,truth_7,truth_8,truth_9,truth_10,truth_11,truth_12,truth_13,truth_14,truth_15,truth_16,truth_17,truth_18,truth_19,truth_20,truth_21,truth_22,truth_23,truth_24,truth_25,truth_26,truth_27,truth_28,truth_29,truth_30,truth_31,truth_32,truth_33,truth_34,truth_35,truth_36,truth_37,truth_38,truth_39,truth_40,truth_41,truth_42,truth_43,truth_44,truth_45,truth_46,truth_47,truth_48,truth_49,truth_50,truth_51,truth_52,truth_53,truth_54,truth_55,truth_56,truth_57,truth_58,truth_59,truth_60,truth_61,truth_62,truth_63,truth_64,truth_65,truth_66,truth_67,truth_68,truth_69,truth_70,truth_71,truth_72,truth_73,truth_74,truth_75,truth_76,truth_77,truth_78,truth_79,truth_80,truth_81,truth_82,truth_83,truth_84,truth_85,truth_86,truth_87,truth_88,truth_89,truth_90,truth_91,truth_92,truth_93,truth_94,truth_95,truth_96,truth_97,truth_98,truth_99,truth_100,truth_101,truth_102,truth_103,truth_104,truth_105,truth_106,truth_107,truth_108,truth_109,truth_110,truth_111,truth_112,truth_113,truth_114,truth_115,truth_116,truth_117,truth_118,truth_119,truth_120,truth_121,truth_122,truth_123,truth_124,truth_125,truth_126,truth_127,truth_128,truth_129,truth_130,truth_131,truth_132,truth_133,truth_134,truth_135,truth_136,truth_137,truth_138,truth_139,truth_140,truth_141,truth_142,truth_143,truth_144,truth_145,truth_146,truth_147,truth_148,truth_149,truth_150,truth_151,truth_152,truth_153,truth_154,truth_155,truth_156,truth_157,truth_158,truth_159,truth_160,truth_161,truth_162,truth_163,truth_164,truth_165,truth_166,truth_167,truth_168,truth_169,truth_170,truth_171,truth_172,truth_173,truth_174,truth_175,truth_176,truth_177,truth_178,truth_179,truth_180,truth_181,truth_182,truth_183,truth_184,truth_185,truth_186,truth_187,truth_188,truth_189,truth_190,truth_191,truth_192,truth_193,truth_194,truth_195,truth_196,truth_197,truth_198,truth_199,bias_0,bias_1,bias_2,bias_3,bias_4,bias_5,bias_6
66,54,47,57,61,46,66,62,64,69,64,64,56,66,72,68,58,63,70,62,75,69,78,56,57,65,64,61,52,77,67,56,73,68,60,73,71,75,72,55,55,59,72,64,74,59,72,52,67,74,60,68,51,66,68,80,49,68,65,52,64,69,68,59,58,53,60,54,64,69,60,56,72,70,56,58,58,66,74,56,69,63,54,68,57,80,51,58,62,71,80,65,74,64,60,75,58,72,51,57,67,63,66,59,62,63,61,67,53,60,66,77,64,50,65,62,74,68,70,65,62,64,69,53,65,67,73,49,63,54,56,51,68,51,73,63,65,39,60,64,70,62,55,65,72,66,65,58,65,59,57,55,64,58,63,57,56,51,67,67,51,81,64,58,71,61,72,60,65,63,63,73,81,72,77,70,59,65,48,52,63,63,62,65,64,63,51,53,65,66,67,65,66,79,57,58,53,53,56,53,1.0880210096455374e-205,1.1328039455504473e-176,7.736182941874709e-204,1.3880551253997203e-222,6.729655197840555,4.537419627911664e-09,0.0
67,52,55,69,56,74,51,42,52,58,56,68,77,63,59,61,67,77,65,71,61,63,65,74,64,63,65,52,58,71,70,59,72,65,59,68,65,67,62,67,54,80,61,71,54,61,72,65,57,64,54,64,65,67,59,69,58,55,61,63,79,61,62,68,71,55,54,72,57,67,67,60,56,89,69,84,69,76,61,65,72,75,58,60,64,60,63,75,70,64,67,58,59,73,56,62,53,63,64,62,50,55,68,66,64,79,65,66,62,78,54,72,62,57,67,70,74,52,69,61,57,60,69,53,62,54,68,76,56,67,54,72,71,70,66,61,71,64,62,69,72,60,51,65,63,80,81,60,68,79,72,68,70,66,75,55,61,51,66,67,59,67,72,72,71,69,62,59,62,66,66,53,71,72,66,83,60,64,51,81,62,66,64,65,72,68,61,52,51,67,49,66,65,73,69,52,76,68,51,51,6.342477681200622e-189,4.059055294556907e-193,2.815054641653622e-197,5.796721695203223e-187,0.0008896065847612932,3.379625839265368e-15,0.0
68,61,66,62,60,64,66,46,68,70,58,65,60,68,52,60,82,59,66,61,57,79,67,61,67,57,57,93,74,70,58,70,56,56,68,64,62,66,69,68,63,62,77,59,67,60,67,55,42,75,62,64,77,55,54,53,65,59,76,60,79,66,56,70,62,65,70,55,68,73,63,55,54,67,66,61,60,62,61,60,58,78,58,52,76,63,69,70,62,67,70,65,66,57,62,66,58,63,53,72,64,72,60,61,56,72,68,68,69,62,73,63,58,62,70,81,63,79,66,69,66,64,64,57,53,51,68,60,71,51,70,71,67,66,69,70,52,63,72,67,69,59,76,59,71,69,65,67,79,64,61,69,58,75,61,65,50,61,73,68,67,53,59,71,54,74,53,63,71,57,50,69,63,71,51,69,70,61,64,66,64,63,70,59,72,62,50,57,60,69,84,72,65,75,69,68,66,79,67,46,8.231131793021103e-185,2.6956054874228984e-167,5.450840190998403e-171,6.059154662693522e-195,0.7043899257069135,8.866093138030534e-12,0.0
69,53,57,58,69,67,69,62,70,61,48,46,63,57,51,81,56,71,47,80,60,56,83,62,74,66,61,58,49,65,62,56,81,63,54,68,65,64,60,71,67,74,64,49,72,60,71,59,59,66,64,61,72,68,60,58,64,62,62,74,69,61,55,67,74,61,62,66,66,66,76,62,62,58,64,57,57,60,54,54,58,64,60,74,72,58,63,62,67,62,60,65,71,73,59,48,49,60,56,60,83,45,58,62,72,68,70,68,78,65,64,65,62,57,73,78,60,63,57,64,78,48,71,73,55,68,79,54,51,73,52,62,81,60,66,64,70,50,67,60,89,65,61,63,62,59,51,56,84,67,66,63,60,75,59,66,56,67,52,61,80,57,58,63,86,57,54,49,70,66,65,61,56,68,66,56,63,63,69,61,68,65,75,59,67,80,64,60,75,64,56,61,55,72,64,48,71,77,60,56,1.157069750963969e-198,3.6911443206908045e-165,1.2052821024842557e-198,2.8867657450809076e-178,12.278731931672171,4.939506863591551e-10,0.0
70,65,76,62,58,69,57,55,44,52,60,64,72,71,62,67,65,68,70,65,68,56,57,78,53,74,60,56,62,66,73,73,55,65,50,71,62,66,72,65,61,65,51,57,62,63,69,56,53,64,65,75,65,72,63,56,53,64,55,62,63,64,62,60,52,70,55,64,60,67,70,53,64,61,61,79,74,64,56,71,65,69,65,63,78,51,58,58,54,54,77,61,56,49,72,61,58,75,73,57,50,62,65,68,64,56,67,76,68,69,66,64,57,64,49,67,54,66,59,67,67,54,72,69,58,59,75,68,61,61,54,63,54,50,63,72,61,72,55,59,70,56,69,71,60,51,56,83,83,67,63,71,52,61,58,77,56,72,68,65,70,67,63,55,58,57,54,68,67,68,56,71,66,69,63,71,66,56,53,70,61,61,73,50,68,53,61,66,56,58,78,75,50,65,71,55,51,59,59,66,2.2817250079855866e-206,8.48555940653302e-194,7.079077157956491e-193,1.277991056585918e-195,1.6757408496643045,4.8935251367126285e-11,0.0
71,65,80,55,71,53,47,62,58,47,64,68,54,62,63,59,67,46,75,63,61,64,54,60,74,68,67,57,68,68,64,66,73,69,68,63,62,72,65,60,56,69,60,55,68,52,61,49,57,58,56,84,70,62,62,55,66,54,56,66,72,73,54,56,77,52,64,62,68,67,63,69,59,59,68,51,62,79,66,66,64,63,64,56,51,61,80,65,61,71,66,59,69,57,59,56,67,72,58,55,60,53,61,87,72,56,63,74,39,73,56,59,59,63,61,70,59,73,61,50,63,53,59,65,55,71,54,69,61,58,73,63,52,69,55,73,71,81,69,60,68,59,47,69,64,51,50,56,54,59,59,54,61,71,74,68,67,57,69,62,64,68,63,70,60,53,58,67,69,65,50,77,56,65,64,57,53,92,56,69,78,65,64,53,48,72,62,60,73,64,58,52,55,58,65,57,65,52,81,64,2.8103126714312307e-220,5.641221973234329e-206,2.901523678474834e-185,1.0302984095033011e-212,0.6643008435167458,4.418485467642303e-12,0.0
72,55,63,54,60,60,56,56,57,71,60,54,59,69,62,67,73,56,63,60,54,72,66,63,59,76,77,58,57,51,69,65,69,95,61,64,68,64,76,75,61,64,64,48,76,64,59,58,74,65,73,64,61,69,58,73,65,64,63,72,58,69,60,49,62,60,72,62,58,68,72,62,54,57,64,65,54,74,63,73,58,80,67,70,55,52,56,62,55,49,83,59,68,69,70,55,47,69,76,63,58,70,65,65,65,56,68,58,63,81,68,68,78,55,56,80,66,74,55,68,62,59,59,57,62,61,62,67,73,54,51,49,71,64,56,63,69,52,45,52,67,63,71,67,67,65,68,72,56,75,55,59,79,70,73,68,66,69,60,53,54,53,58,75,49,54,57,67,52,67,71,54,61,77,69,67,59,66,64,67,73,46,57,54,67,65,56,65,58,59,58,56,71,52,63,60,64,57,68,53,1.0434552018614749e-206,1.2787757980578844e-205,1.549300547114956e-172,1.1071003953073084e-198,11.123349465864104,1.0731485117667992e-12,0.0
73,77,72,62,57,59,69,71,65,81,71,53,61,50,54,57,78,52,67,62,59,54,60,69,65,58,71,71,61,57,76,71,80,58,71,57,71,66,63,60,50,50,67,64,52,53,72,73,63,70,60,56,65,70,57,67,61,64,61,61,61,56,75,66,46,67,60,67,59,72,45,58,52,60,61,68,54,64,47,73,50,58,67,58,65,59,54,68,71,68,58,68,74,58,68,63,68,67,63,48,54,64,61,59,41,69,65,56,72,64,70,53,75,75,68,61,57,66,77,74,66,75,69,51,59,63,57,52,57,49,77,63,64,55,64,56,61,55,60,58,65,54,68,47,51,59,49,65,75,60,62,58,57,66,60,58,59,57,64,60,47,65,93,70,56,61,55,59,58,42,58,70,62,66,70,50,52,72,70,64,52,75,65,65,57,62,70,68,54,65,57,61,67,63,67,62,58,67,62,65,7.403107286292757e-219,7.055002914454745e-197,3.297033322338928e-189,4.461423310524425e-208,8.98846112802942,9.398710207464056e-10,0.0
74,68,64,54,62,64,72,60,72,45,70,69,74,46,61,63,65,72,60,59,55,60,61,53,46,52,60,75,55,54,55,61,53,67,53,60,59,69,76,67,57,63,73,66,63,51,62,61,54,65,63,59,76,67,60,70,63,54,72,67,70,56,64,75,62,52,44,66,58,86,45,54,55,56,60,51,55,49,85,67,62,52,76,64,51,72,64,57,55,70,60,51,62,72,61,62,53,62,63,54,66,60,73,59,73,71,63,58,61,74,65,77,63,55,55,64,62,54,51,65,58,68,65,75,52,72,54,62,67,73,62,59,70,79,64,68,65,68,68,70,84,60,60,48,65,52,76,64,60,51,60,76,64,64,60,57,61,52,48,64,61,70,56,57,60,48,77,69,67,60,68,61,49,65,65,56,54,65,66,59,67,56,66,63,53,58,68,55,64,78,65,68,65,61,58,65,53,58,78,71,6.1564640575284856e-214,1.2051550374576759e-199,2.704053668913163e-206,7.043823236913329e-215,11.591357175878244,7.207811541737996e-09,0.0
75,60,58,59,52,63,53,52,76,58,69,54,65,68,61,78,58,72,49,57,64,69,60,65,69,44,69,51,67,77,73,69,60,66,75,66,63,69,52,58,55,61,65,65,65,48,68,51,68,66,47,61,65,68,68,59,65,62,82,75,56,47,43,78,60,58,54,57,48,67,66,59,58,81,76,62,58,70,75,56,58,58,64,58,60,63,63,63,74,60,40,72,58,58,73,65,69,52,67,63,71,62,68,56,74,50,62,67,54,62,53,59,61,58,55,49,55,77,74,48,56,58,55,64,63,57,68,63,79,47,59,65,79,61,54,52,63,68,61,64,65,64,76,70,54,66,65,86,71,70,69,82,73,71,68,68,57,62,56,56,67,65,61,61,57,68,60,71,67,61,56,54,63,62,77,64,62,58,61,62,69,63,63,60,70,69,58,65,67,52,61,51,62,76,59,60,61,63,59,49,1.1755038445921394e-199,4.155227609484233e-184,5.836326033233227e-198,5.38426140447663e-212,13.966539504936415,3.884954720685277e-09,0.0
76,60,64,64,70,90,59,54,64,63,66,67,61,61,66,61,73,63,58,61,76,48,58,55,69,60,63,75,60,77,70,54,60,64,64,63,68,50,72,62,59,76,66,66,61,63,69,69,89,70,71,56,71,66,57,60,64,75,59,66,61,54,65,61,72,68,59,66,67,74,63,66,47,62,52,56,61,56,58,60,67,62,59,62,59,79,77,70,60,67,70,69,79,65,68,62,68,52,65,61,68,64,74,70,79,55,67,63,57,64,66,54,84,50,70,70,70,62,65,51,57,58,77,49,67,68,65,78,62,63,77,65,65,66,51,65,53,51,62,58,67,73,76,63,67,42,57,67,59,51,62,65,66,54,77,64,65,51,60,57,70,66,69,63,53,63,63,51,60,62,64,67,59,62,60,61,60,74,64,54,45,57,60,67,75,70,57,68,47,71,60,63,49,57,63,58,78,55,62,63,2.5022878152827048e-203,4.5067814892147616e-166,1.5372143354805746e-189,1.3174214287139434e-194,12.278731931672171,8.094523671729694e-11,0.0
77,57,66,65,57,63,70,46,53,61,61,62,62,59,64,48,66,61,52,66,66,50,58,61,70,54,55,68,65,67,61,56,62,54,60,69,44,61,68,57,65,59,63,71,65,70,57,55,58,82,83,65,71,66,64,59,65,64,63,66,74,67,52,61,66,75,68,61,58,72,61,68,66,62,75,59,85,53,60,69,65,73,57,61,54,83,63,81,62,65,66,50,69,54,59,69,59,56,67,67,62,56,75,71,61,66,56,72,60,50,65,65,68,62,52,70,63,57,70,53,70,75,62,53,65,59,74,53,65,79,62,66,75,64,73,65,57,79,67,66,72,62,59,76,77,51,57,56,70,62,62,55,51,64,72,66,53,66,50,64,57,72,49,63,59,51,68,66,66,70,60,70,63,74,54,56,68,68,61,50,67,61,71,59,66,61,60,53,60,65,61,73,77,63,72,71,63,68,66,53,1.6557546123569854e-211,3.1082229664142725e-179,3.0342216706790477e-186,1.2388847805620517e-177,14.342002548277023,6.820160447506751e-10,0.0
78,52,64,63,51,57,69,56,61,61,61,64,76,76,55,58,72,59,54,71,60,69,62,74,72,59,54,71,59,69,58,62,70,55,57,75,76,61,63,69,62,53,43,69,67,62,63,58,49,73,61,73,73,78,64,70,62,67,58,50,64,65,77,59,68,63,62,59,60,75,50,67,61,63,66,73,63,67,57,54,73,67,69,64,66,69,71,54,71,63,46,68,69,65,81,50,73,59,66,60,59,64,51,60,75,61,63,59,64,74,51,51,46,75,64,58,54,69,80,73,65,54,52,65,61,64,61,72,49,62,69,63,66,60,71,56,58,64,58,61,67,59,60,72,53,71,56,73,76,58,63,68,51,74,72,54,62,67,59,63,54,57,66,55,62,59,78,69,68,57,56,72,64,61,61,64,62,66,60,73,78,76,65,63,61,66,64,77,53,76,68,59,69,60,72,60,65,63,60,60,9.359991139550602e-209,1.5891107022569688e-168,1.0386474731076037e-212,2.945823027722343e-192,7.605729558171706,1.5572662459320854e-15,0.0
79,66,59,59,65,66,68,43,46,56,59,65,72,72,58,58,57,69,78,65,73,54,69,76,74,57,60,62,71,68,59,49,55,60,52,66,65,58,67,80,70,57,56,53,69,62,66,62,72,69,78,61,64,63,55,83,58,83,60,68,54,53,79,55,63,50,64,65,63,54,62,64,75,66,71,56,53,68,65,53,67,66,61,58,59,58,59,61,73,59,72,57,59,68,64,60,56,61,54,58,66,56,50,55,59,61,64,58,60,41,66,50,64,54,60,45,61,53,63,55,59,59,80,68,70,73,71,57,69,67,64,43,64,71,67,63,71,76,60,60,70,70,59,44,54,66,64,78,63,64,61,64,63,64,69,62,49,73,62,72,75,69,51,70,52,57,83,66,67,65,70,65,66,79,63,62,61,70,70,63,67,59,50,70,66,44,76,63,58,74,60,61,55,62,74,66,64,49,68,46,4.9060552495291787e-216,1.9339883406557028e-192,2.107534848560373e-201,7.043823236913329e-215,3.7800110525117745,3.110493379974099e-12,0.0
80,67,58,68,52,73,66,58,74,55,58,78,57,61,67,66,65,51,60,56,73,62,66,73,66,59,64,64,59,65,58,81,67,62,61,72,58,77,63,60,62,73,67,68,66,86,62,63,57,60,74,68,66,68,60,61,63,62,66,62,62,70,64,85,89,53,57,61,56,67,58,42,65,57,70,71,61,79,72,79,78,73,52,52,60,63,73,65,56,63,67,61,84,62,66,61,64,75,60,65,68,58,70,64,68,68,48,69,74,62,49,60,69,66,64,62,62,66,66,52,52,70,67,48,67,69,73,58,72,73,47,46,76,61,56,50,62,84,62,77,62,69,55,73,66,69,72,64,61,52,60,62,58,61,56,69,68,78,55,54,68,50,62,53,72,71,61,60,54,63,72,68,57,60,63,72,64,65,62,63,54,50,62,66,69,69,64,66,75,68,72,64,62,83,62,58,70,54,63,67,2.5022878152827048e-203,9.232794323832557e-170,2.229866016988714e-181,1.3071567256541998e-165,3.629433415472199,5.8928287849289204e-08,0.0
81,53,71,56,78,63,62,62,57,65,63,59,65,56,68,62,59,61,64,63,62,52,69,61,52,72,54,56,64,78,86,58,71,57,49,73,62,78,43,54,68,67,55,60,57,65,59,68,54,69,70,51,75,61,60,77,72,55,61,85,67,58,72,73,64,51,63,63,57,72,72,63,66,53,89,63,73,60,65,55,60,74,73,51,72,67,74,64,57,65,74,58,67,63,60,72,71,65,69,57,65,54,60,59,62,63,88,78,79,59,58,66,64,75,68,72,55,52,63,58,63,56,58,61,64,59,69,52,76,58,57,52,56,60,49,52,57,54,71,60,76,73,52,70,61,56,69,60,64,52,56,58,59,70,54,65,77,67,66,57,56,74,66,64,64,51,62,69,58,76,70,50,69,58,53,71,53,72,66,62,59,61,66,68,63,45,58,64,53,74,59,67,59,58,77,75,63,70,62,66,3.638076287556117e-191,2.580061042642167e-171,2.229866016988714e-181,5.743905170855302e-216,6.104244301555016,2.077669385461987e-09,0.0
82,60,58,66,55,81,73,48,56,63,57,72,65,60,71,59,66,59,71,62,73,64,46,67,58,62,66,62,62,64,60,58,61,57,55,56,76,58,65,72,74,68,65,81,65,64,75,69,54,61,69,50,58,64,60,50,70,59,65,60,63,65,53,70,51,50,71,70,62,67,52,63,64,69,61,52,61,83,61,43,58,70,65,70,59,71,81,69,48,57,66,55,50,72,59,63,56,58,48,68,71,50,51,55,59,81,57,49,68,67,60,54,60,52,70,73,68,70,69,48,57,62,62,60,55,72,78,54,67,53,51,64,62,54,72,71,67,70,56,58,58,56,62,53,62,70,58,76,64,56,69,65,69,69,71,58,76,67,66,70,64,53,42,73,68,60,68,71,62,73,68,63,75,45,54,59,66,54,60,72,61,72,79,70,48,62,49,61,65,63,75,62,69,65,59,52,59,71,56,63,1.5141487754477977e-212,8.48555940653302e-194,3.8589967684385364e-203,3.9924625822408807e-202,2.938128027327019,6.847637067582135e-11,0.0
83,60,66,72,57,68,74,59,53,59,62,66,59,71,53,53,60,59,64,76,61,71,64,65,58,62,72,47,78,62,58,66,70,66,58,54,53,60,54,61,67,71,54,66,60,59,62,57,67,68,64,59,67,42,60,68,71,77,56,61,61,62,62,49,52,56,63,58,50,50,73,59,53,47,56,56,73,49,70,65,58,76,66,69,71,56,62,59,65,80,63,61,65,67,68,69,66,67,72,62,63,68,73,59,62,69,59,73,66,70,58,85,82,70,63,54,59,61,51,70,58,73,60,60,64,59,63,53,66,81,77,77,75,61,59,48,57,60,45,58,74,60,60,72,75,52,54,61,74,66,73,55,65,58,63,72,66,62,65,65,57,65,56,71,53,62,71,57,72,60,77,75,64,68,74,58,60,64,76,49,73,59,71,58,67,69,73,55,57,63,62,56,60,59,61,52,65,63,65,69,4.482013589257301e-194,4.8620282996616125e-201,2.815054641653622e-197,6.3559423645313654e-192,5.902511959593024,8.972811999545123e-13,0.0
84,66,57,70,49,58,49,51,53,61,62,72,66,63,65,59,70,82,61,62,59,67,64,52,64,57,71,59,60,69,70,60,71,58,55,68,60,70,59,63,73,68,65,66,61,72,71,58,60,74,54,57,58,59,64,66,64,60,49,68,60,56,73,60,55,52,53,73,71,63,72,65,57,53,63,61,71,68,54,64,65,53,66,67,60,65,72,68,62,69,68,68,85,71,58,62,62,57,69,84,73,78,54,67,61,63,56,65,55,72,63,64,61,55,67,73,57,56,66,62,61,60,45,63,54,43,53,72,74,69,65,75,63,72,52,62,61,83,51,45,78,77,59,58,66,66,55,78,55,63,55,49,80,57,62,54,51,58,59,50,68,50,59,61,65,72,57,68,67,64,52,66,78,76,60,56,54,74,47,51,57,66,86,80,71,71,59,83,59,63,68,69,71,56,69,56,51,75,57,72,2.3278825503970065e-196,1.5917484956654593e-180,2.6535501754882544e-198,5.860779236661849e-196,8.059007473957685,2.2727177979446243e-14,0.0
85,57,66,66,74,59,75,56,75,60,47,62,62,63,71,67,59,55,67,57,75,64,60,64,82,66,53,75,63,63,70,53,38,56,68,69,66,71,59,50,65,77,60,75,68,70,56,54,81,60,54,66,53,57,64,56,65,58,76,74,77,67,53,63,57,56,63,69,62,79,58,53,52,62,61,54,71,70,72,71,68,69,68,60,64,73,73,72,58,70,62,48,55,56,68,75,64,67,66,62,54,53,68,54,70,76,65,66,50,65,68,60,50,73,59,60,51,54,56,70,55,66,71,69,72,51,70,75,60,59,54,40,72,65,65,63,72,66,62,60,72,61,64,72,67,54,52,74,59,77,60,65,57,60,62,70,64,71,56,57,56,62,65,56,63,65,59,56,66,60,75,65,67,76,52,52,53,69,69,69,79,55,57,46,82,70,67,65,67,69,62,71,61,64,51,69,57,59,89,53,9.924080924456156e-208,4.477098730216229e-189,1.6709342694898367e-165,2.861662405746579e-194,5.5098062692864636,1.8739475834438318e-07,0.0
86,61,61,58,64,71,65,58,64,64,65,65,60,55,65,58,71,66,80,71,49,69,59,68,68,56,74,53,69,64,58,54,47,61,66,65,64,60,53,42,57,66,61,62,57,67,63,67,78,61,71,62,62,56,52,72,55,53,64,59,66,61,69,68,55,65,64,49,60,49,59,63,75,57,57,63,62,64,64,55,58,65,53,63,77,51,59,69,54,62,76,67,60,66,54,56,74,61,75,72,75,58,56,61,61,74,64,56,67,63,60,50,66,70,60,58,57,70,75,67,69,74,55,73,68,48,74,65,60,65,61,62,51,74,61,53,66,62,50,66,61,53,73,64,70,70,63,65,72,58,58,65,63,62,60,58,57,68,57,76,67,63,53,69,64,71,44,66,70,59,61,54,57,49,67,61,58,55,58,55,68,36,47,56,52,71,65,46,62,66,61,65,67,65,64,61,77,62,56,68,2.7493138239695133e-188,2.425539375696797e-200,1.9173003945175574e-202,3.302134237164577e-210,15.702053288677561,1.1025301932223213e-09,0.0
87,64,58,62,63,53,64,61,67,70,61,60,64,40,66,59,62,74,61,73,59,75,69,64,78,63,65,80,54,68,69,72,46,61,50,57,63,60,46,62,63,75,79,64,57,61,63,63,54,64,54,84,63,63,67,41,74,67,74,52,69,74,71,65,73,56,64,45,65,57,59,60,73,58,68,68,68,64,56,69,59,64,91,51,55,68,54,67,70,70,59,72,59,78,67,69,67,60,60,74,61,73,69,79,58,60,52,62,59,60,48,68,63,67,68,53,68,59,57,51,65,69,57,64,63,58,64,52,43,73,56,62,55,69,63,73,61,69,54,79,61,85,78,70,68,47,58,63,66,64,70,64,65,54,54,70,61,54,71,60,59,65,53,58,57,76,43,70,59,74,61,63,63,65,66,68,62,75,80,68,66,58,64,72,58,72,52,71,66,53,62,65,56,61,70,72,47,77,64,66,3.2724738912812047e-219,1.1041962031335534e-166,2.7472707347146436e-176,6.3559423645313654e-192,4.948952645411625,3.9906134224127985e-14,0.0
88,74,55,62,71,63,57,62,53,59,69,57,46,59,65,67,72,69,74,58,62,73,66,56,52,90,58,70,67,62,59,74,57,70,76,71,60,60,57,63,83,61,64,67,68,73,70,65,65,57,61,70,60,56,68,67,57,68,75,63,57,57,62,58,57,54,63,66,58,51,46,53,65,67,53,65,62,72,63,60,52,58,52,61,75,52,51,69,72,56,62,50,83,64,72,56,64,53,67,49,51,68,61,64,62,70,76,57,66,62,54,69,54,66,75,64,79,64,59,68,54,73,79,60,56,71,49,58,69,65,67,49,60,73,62,55,73,61,58,64,59,65,68,67,79,71,68,81,64,61,62,65,63,67,86,54,65,59,55,60,66,61,50,69,59,60,75,57,66,57,57,61,76,56,60,59,64,51,78,57,63,76,65,65,56,64,64,78,53,52,53,79,76,52,59,49,64,57,84,68,1.1538492937736935e-203,4.8620282996616125e-201,1.5329580651138865e-192,1.0576005403963525e-171,1.8499230786204468,2.077669385461987e-09,0.0
89,51,61,63,65,64,48,66,60,64,70,61,63,69,78,57,60,49,61,87,80,64,57,58,61,56,64,68,67,73,70,58,70,75,58,70,53,62,69,52,64,63,62,82,68,66,56,66,58,71,65,64,78,67,67,73,63,48,51,66,77,75,63,76,62,76,66,57,76,69,71,62,68,51,64,59,74,62,69,72,63,66,70,52,62,78,69,66,52,79,51,53,66,73,58,81,66,71,62,59,77,63,61,68,60,64,67,60,62,69,76,53,57,72,61,62,67,70,66,68,55,59,71,59,64,56,70,61,54,58,62,66,67,61,66,64,68,60,47,63,55,75,65,68,69,69,66,60,78,58,72,71,62,69,63,56,71,69,62,62,70,75,50,57,65,72,70,76,59,57,78,58,76,74,85,61,65,64,50,59,68,53,73,56,57,67,64,68,69,70,65,51,76,59,73,68,68,66,64,63,1.5965360219352262e-190,8.839346997920405e-184,1.4268170863917707e-186,2.884362454473651e-189,2.1372299461595747,8.198045263907388e-25,0.0
90,60,62,74,66,51,56,57,75,58,54,59,71,64,66,55,60,51,60,58,70,62,85,70,70,53,63,68,59,77,81,54,55,62,57,64,73,62,59,65,70,59,63,61,61,61,62,77,50,62,58,55,62,60,64,59,64,68,55,62,61,68,72,56,63,59,45,59,66,57,70,62,54,65,53,59,70,69,69,66,71,64,72,62,62,56,65,54,68,57,75,53,56,71,61,65,46,63,60,65,71,58,75,50,59,57,62,59,65,70,83,56,72,51,62,67,60,68,69,66,44,72,78,56,58,58,64,63,66,63,68,65,72,62,54,65,62,68,61,82,78,55,68,72,69,71,55,64,70,63,61,78,68,70,60,67,65,50,78,66,71,83,54,53,75,76,72,67,66,65,64,50,58,62,59,69,71,46,65,66,46,87,57,68,65,58,73,56,70,68,63,66,71,57,62,48,70,70,57,64,1.1755038445921394e-199,7.554185849035692e-181,2.6535501754882544e-198,1.0070545817616218e-207,1.5147594850482355,3.110493379974099e-12,0.0
91,60,72,65,58,54,53,56,50,52,68,54,56,67,67,61,66,57,67,52,68,71,61,56,77,59,70,64,57,51,64,71,66,58,69,69,58,73,61,71,64,67,62,69,60,69,65,59,51,57,60,56,64,44,68,51,75,71,71,65,59,83,63,62,61,54,73,67,63,54,75,60,52,58,69,64,56,62,73,53,69,63,62,62,59,72,54,71,65,53,66,56,62,59,66,60,56,64,54,74,73,78,61,64,62,57,64,69,52,56,66,64,62,67,71,63,56,75,69,51,80,57,70,72,63,47,75,52,72,75,72,66,61,69,52,64,67,74,59,77,57,58,57,56,59,49,70,63,64,47,66,64,68,50,44,65,60,66,65,65,68,78,62,69,66,62,72,78,65,81,76,63,70,59,60,71,65,68,62,75,76,57,74,79,73,50,76,54,57,56,70,66,51,68,53,67,65,58,67,83,3.668216239256368e-211,1.8804639735674396e-174,6.727297185486762e-195,1.7077179197696316e-174,1.9421501590659658,1.1294667881121944e-10,0.0
92,66,49,69,66,80,52,55,53,64,64,65,55,51,68,53,62,55,58,58,71,45,54,64,67,68,53,62,77,60,75,55,56,74,67,48,66,67,79,41,56,70,55,63,67,68,65,66,65,74,70,55,63,69,76,70,76,63,65,55,62,59,65,65,61,71,66,60,43,60,51,73,63,54,53,81,43,61,80,67,72,67,53,61,69,69,66,62,78,62,53,58,73,56,57,56,56,69,61,78,56,66,59,49,66,66,60,52,64,59,65,77,61,65,57,67,53,54,58,64,59,56,62,60,64,59,69,76,71,74,68,74,71,72,47,54,63,44,68,75,67,65,54,65,65,82,64,71,64,60,71,68,68,62,55,70,53,72,50,62,58,61,70,65,73,58,60,80,63,55,70,57,53,77,61,67,61,66,54,69,59,67,68,56,72,60,66,71,61,70,64,56,57,75,60,74,67,76,74,63,4.98483729795344e-206,2.580061042642167e-171,3.8589967684385364e-203,6.285099948905045e-190,16.496319349990692,3.0362910885593667e-13,0.0
